code,name,pcode
P123-302030100-0596,한입가득크림치즈군만두,23302.0
P123-226020100-0142,판다의비빔면소스누들샐러드,23226.0
P123-226020100-0143,판다의비빔소스두부면샐러드,23226.0
P123-226020100-0144,판다의비프부리또볼샐러드,23226.0
P123-226020100-0145,판다의새우부리또볼샐러드,23226.0
P123-226020100-0146,판다의소보로베지라이스샐러드,23226.0
P123-226020100-0147,판다의시저샐러드,23226.0
P123-226020100-0148,판다의아라비아따베지누들샐러드,23226.0
P123-226020100-0149,판다의알리오올리오베지누들샐러드,23226.0
P123-226020100-0150,판다의얌운센샐러드,23226.0
P123-226020100-0151,판다의오리엔탈드레싱두부면샐러드,23226.0
P123-226020100-0152,판다의치킨부리또볼샐러드,23226.0
P123-226020100-0153,판다의커리소스베지누들샐러드,23226.0
P123-226020100-0154,판다의토마토베지누들샐러드,23226.0
P123-226020100-0155,판다의팟타이샐러드,23226.0
P123-226020100-0156,판다의한국식누들샐러드,23226.0
P123-226020100-0157,판다의훈제닭가슴,23226.0
P123-226020100-0126,트리워터할라피뇨치킨스테이크샐러드,23226.0
P123-226020100-0127,파스타샐러드,23226.0
P123-226020100-0128,파슬리쿠스쿠스샐러드,23226.0
P123-226020100-0129,파프리카샐러드,23226.0
P123-226020100-0130,판다가만든그릭샐러드,23226.0
P123-226020100-0131,판다는버섯을좋아해,23226.0
P123-226020100-0132,판다유혹하새우,23226.0
P123-226020100-0133,판다의끝사랑은너리코타,23226.0
P123-226020100-0134,판다의닭갈비베지라이스샐러드,23226.0
P123-226020100-0135,판다의로제소스베지누들샐러드,23226.0
P123-226020100-0136,판다의마파소스베지라이스샐러드,23226.0
P123-226020100-0137,판다의메밀면샐러드,23226.0
P123-226020100-0138,판다의문어샐러드,23226.0
P123-226020100-0139,판다의미트소스베지누들샐러드,23226.0
P123-226020100-0140,판다의바질드레싱두부면샐러드,23226.0
P123-226020100-0141,판다의부라타치즈샐러드,23226.0
P123-302030100-0368,삼육야채손만두,23302.0
P123-226020100-0108,치킨포테이토샐러드,23226.0
P123-226020100-0109,칠리씨푸드샐러드,23226.0
P123-226020100-0110,카프레제샐러드,23226.0
P123-226020100-0111,케이준샐러드,23226.0
P123-226020100-0112,콜드컷치킨샐러드,23226.0
P123-226020100-0113,콥샐러드,23226.0
P123-226020100-0114,콥샐러드랩의키스,23226.0
P123-226020100-0115,콩샐러드,23226.0
P123-226020100-0116,크래미샐러드,23226.0
P123-226020100-0118,크래미아샐러드,23226.0
P123-226020100-0119,크루통샐러드,23226.0
P123-226020100-0120,토마토페스토샐러드,23226.0
P123-226020100-0121,통곡물샐러드,23226.0
P123-226020100-0122,트러플머쉬룸믹스샐러드,23226.0
P123-226020100-0123,트리워터두부샐러드,23226.0
P123-226020100-0124,트리워터살라미보코치니샐러드,23226.0
P123-226020100-0125,트리워터콥샐러드,23226.0
P123-226020100-0092,시저샐러드[(주)넥스트키친],23226.0
P123-226020100-0093,시저샐러드[(주)성원푸드],23226.0
P123-226020100-0094,시저샐러드랩과의연애,23226.0
P123-226020100-0095,오늘의과일/사과오렌지,23226.0
P123-226020100-0096,오늘의과일/키위파인,23226.0
P123-226020100-0097,오늘의과일/파인오렌지,23226.0
P123-226020100-0098,오늘의과일4mix/키위,23226.0
P123-226020100-0099,오늘의과일5mix/포도,23226.0
P123-226020100-0100,올리브샐러드,23226.0
P123-226020100-0101,자몽샐러드,23226.0
P123-226020100-0102,채소만샐러드,23226.0
P123-226020100-0103,촙촙베이컨에그샐러드,23226.0
P123-226020100-0104,치즈샐러드[(주)에이타워],23226.0
P123-226020100-0105,치즈샐러드[주식회사에프엔디],23226.0
P123-226020100-0106,치킨누들쉬림프샐러드,23226.0
P123-226020100-0107,치킨샐러드랩과의수다,23226.0
P123-302030100-0367,삼육 야채 사각만두,23302.0
P123-226020100-0075,밀앤데일리카프레제샐러드L,23226.0
P123-226020100-0076,밀앤데일리카프레제샐러드M,23226.0
P123-226020100-0077,밀앤데일리퀴노아닭가슴살샐러드,23226.0
P123-226020100-0078,밀앤데일리홀베이토샐러드L,23226.0
P123-226020100-0079,밀앤데일리홀베이토샐러드M,23226.0
P123-226020100-0080,밀앤데일리홀베이토컵샐러드,23226.0
P123-226020100-0081,바질페스토샐러드,23226.0
P123-226020100-0082,병아리콩샐러드,23226.0
P123-226020100-0083,불고기샐러드[(주)샐푸드],23226.0
P123-226020100-0084,불고기샐러드[(주)에이타워],23226.0
P123-226020100-0085,불고기어니언샐러드,23226.0
P123-226020100-0086,불고기후무스샐러드,23226.0
P123-226020100-0087,비프불고기샐러드,23226.0
P123-226020100-0088,비프타코샐러드랩의질투,23226.0
P123-226020100-0089,샐러드에빠진연어,23226.0
P123-226020100-0091,쉬림프크림파스타샐러드,23226.0
P123-302030100-0366,삼양프레시 철판군만두,23302.0
P123-226020100-0059,멕시칸샐러드,23226.0
P123-226020100-0060,멕시칸수비드닭가슴살샐러드,23226.0
P123-226020100-0061,모짜렐라와첫사랑에빠진판다,23226.0
P123-226020100-0062,밀앤데일리곤약불고기샐러드L,23226.0
P123-226020100-0063,밀앤데일리곤약불고기샐러드M,23226.0
P123-226020100-0064,밀앤데일리곤약불고기컵샐러드,23226.0
P123-226020100-0065,밀앤데일리데리야끼비프샐러드보울,23226.0
P123-226020100-0066,밀앤데일리라이트시저닭가슴살샐러드L,23226.0
P123-226020100-0067,밀앤데일리라이트시저닭가슴살샐러드M,23226.0
